name,category,lat,lon,height_m
Pylon 10064481395,POWER_PYLON,24.887456,93.858760,40.0
Pylon 10064481396,POWER_PYLON,24.885755,93.859562,40.0
Pylon 10064481397,POWER_PYLON,24.883582,93.860577,40.0
Pylon 10064481398,POWER_PYLON,24.881413,93.861576,40.0
Pylon 10064481399,POWER_PYLON,24.879406,93.862510,40.0
Pylon 10064481400,POWER_PYLON,24.877132,93.863361,40.0
Pylon 10064481401,POWER_PYLON,24.875227,93.864135,40.0
Pylon 10064481402,POWER_PYLON,24.872949,93.865008,40.0
Pylon 10064481403,POWER_PYLON,24.870680,93.865908,40.0
Pylon 10064481404,POWER_PYLON,24.868390,93.866821,40.0
Pylon 10064481405,POWER_PYLON,24.866068,93.867727,40.0
Pylon 10064481406,POWER_PYLON,24.863175,93.868861,40.0
Pylon 10064481407,POWER_PYLON,24.861224,93.869634,40.0
Pylon 10064481408,POWER_PYLON,24.859225,93.870415,40.0
Pylon 10064481409,POWER_PYLON,24.859088,93.870633,40.0
Pylon 10064481410,POWER_PYLON,24.859092,93.870831,40.0
Pylon 10064481411,POWER_PYLON,24.859096,93.871030,40.0
Pylon 10064481412,POWER_PYLON,24.859079,93.871248,40.0
Pylon 10064481413,POWER_PYLON,24.858962,93.871847,40.0
Pylon 10064481414,POWER_PYLON,24.858972,93.872183,40.0
Pylon 10064481415,POWER_PYLON,24.858977,93.872366,40.0
Pylon 10064481416,POWER_PYLON,24.858961,93.872565,40.0
Pylon 10064484323,POWER_PYLON,24.811602,93.874278,40.0
Pylon 10064484324,POWER_PYLON,24.808735,93.874016,40.0
Pylon 10064484325,POWER_PYLON,24.806216,93.873778,40.0
Pylon 10064484326,POWER_PYLON,24.803204,93.873488,40.0
Pylon 10064484327,POWER_PYLON,24.800489,93.873228,40.0
Pylon 10064484328,POWER_PYLON,24.798516,93.873037,40.0
Pylon 10064484329,POWER_PYLON,24.795335,93.872738,40.0
Pylon 10064484330,POWER_PYLON,24.792890,93.872505,40.0
Pylon 10064484331,POWER_PYLON,24.789898,93.872235,40.0
Pylon 10064484332,POWER_PYLON,24.789261,93.872172,40.0
Pylon 10064484333,POWER_PYLON,24.788793,93.871107,40.0
Pylon 10064484334,POWER_PYLON,24.789296,93.870249,40.0
Pylon 10064484335,POWER_PYLON,24.790192,93.870260,40.0
Pylon 10064484336,POWER_PYLON,24.685166,93.846934,40.0
Pylon 10064484337,POWER_PYLON,24.689117,93.846451,40.0
Pylon 10064484338,POWER_PYLON,24.691705,93.844984,40.0
Pylon 10064484339,POWER_PYLON,24.694541,93.843340,40.0
Pylon 10064484340,POWER_PYLON,24.697458,93.841645,40.0
Pylon 10064484341,POWER_PYLON,24.700602,93.841302,40.0
Pylon 10064484342,POWER_PYLON,24.702924,93.837925,40.0
Pylon 10064484343,POWER_PYLON,24.704734,93.835130,40.0
Pylon 10064484344,POWER_PYLON,24.707023,93.831570,40.0
Pylon 10064484345,POWER_PYLON,24.709515,93.828075,40.0
Pylon 10064484346,POWER_PYLON,24.710524,93.826217,40.0
Pylon 10064484347,POWER_PYLON,24.712169,93.824964,40.0
Pylon 10064484348,POWER_PYLON,24.714724,93.825313,40.0
Pylon 10064484349,POWER_PYLON,24.732717,93.837715,40.0
Pylon 10064484350,POWER_PYLON,24.730230,93.837165,40.0
Pylon 10064484351,POWER_PYLON,24.727840,93.835014,40.0
Pylon 10064484352,POWER_PYLON,24.725501,93.832909,40.0
Pylon 10064484353,POWER_PYLON,24.722840,93.830452,40.0
Pylon 10064484354,POWER_PYLON,24.720884,93.828698,40.0
Pylon 10064484355,POWER_PYLON,24.718867,93.826168,40.0
Pylon 10064484356,POWER_PYLON,24.716520,93.823293,40.0
Pylon 10064484357,POWER_PYLON,24.714223,93.820413,40.0
Pylon 10064484358,POWER_PYLON,24.737075,93.832364,40.0
Pylon 10064484359,POWER_PYLON,24.735728,93.830675,40.0
Pylon 10064484360,POWER_PYLON,24.733509,93.828953,40.0
Pylon 10064484361,POWER_PYLON,24.728786,93.826533,40.0
Pylon 10064484362,POWER_PYLON,24.731197,93.827276,40.0
Pylon 10064484363,POWER_PYLON,24.726134,93.825715,40.0
Pylon 10064484364,POWER_PYLON,24.723571,93.824956,40.0
Pylon 10064484365,POWER_PYLON,24.721152,93.824117,40.0
Pylon 10064484366,POWER_PYLON,24.718677,93.823285,40.0
Pylon 10064484367,POWER_PYLON,24.716995,93.821319,40.0
Pylon 10064484368,POWER_PYLON,24.715243,93.819270,40.0
Pylon 10064484369,POWER_PYLON,24.717085,93.825656,40.0
Pylon 10064484370,POWER_PYLON,24.718323,93.824610,40.0
Pylon 10064484371,POWER_PYLON,24.719312,93.824213,40.0
Pylon 10064484372,POWER_PYLON,24.719980,93.822443,40.0
Pylon 10064484373,POWER_PYLON,24.700097,93.774732,40.0
Pylon 10064484374,POWER_PYLON,24.697224,93.774305,40.0
Pylon 10064484375,POWER_PYLON,24.694529,93.773891,40.0
Pylon 10064484376,POWER_PYLON,24.691873,93.773360,40.0
Pylon 10064484377,POWER_PYLON,24.689291,93.772825,40.0
Pylon 10064484378,POWER_PYLON,24.686816,93.772323,40.0
Pylon 10064484379,POWER_PYLON,24.684213,93.771779,40.0
Pylon 10064484380,POWER_PYLON,24.681576,93.771264,40.0
Pylon 10064484381,POWER_PYLON,24.678661,93.771299,40.0
Pylon 10064484382,POWER_PYLON,24.675800,93.771299,40.0
Pylon 10064484383,POWER_PYLON,24.672912,93.771325,40.0
Pylon 10064484384,POWER_PYLON,24.670040,93.771349,40.0
Pylon 10064484385,POWER_PYLON,24.667174,93.771395,40.0
Pylon 10064484386,POWER_PYLON,24.664766,93.771438,40.0
